category,book_name,author,publisher,publishDate,price
小说,德米安,[德] 赫尔曼·黑塞,上海人民出版社,2009-3,25.00元
小说,锦绣,[日]宫本辉,人民文学出版社,2023-2-1,39
小说,干燥,徐楚舒,上海文艺出版社,2023-2,58
小说,鞋带,[意] 多梅尼科·斯塔尔诺内,上海译文出版社,2020-5,45
小说,赵南栋,陈映真,九州出版社,2020-6,79
小说,偷偷藏不住,陈映真,九州出版社,2020-6,79
小说,取出疯石,周婉京,上海文艺出版社,2022-5,55.00元
小说,你好下北泽,[日] 吉本芭娜娜、[日] 大野舞 画,上海译文出版社,2023-2,58元
小说,呐喊无声,（美国）蒂芙尼·麦克丹尼尔,四川人民出版社,2023-5-1,65
小说,尼罗河上的惨案,[英] 阿加莎·克里斯蒂,新星出版社,2013-9,29.00元
小说,群山回唱,[美] 卡勒德·胡赛尼,上海人民出版社,2013-8,36.00元
小说,人类灭绝,[日] 高野和明,江苏凤凰文艺出版社,2018-8,¥69.90
小说,彷徨,鲁迅,人民文学出版社,1973-3,0.37元
小说,呐喊,鲁迅,人民文学出版社,1973-3,0.36元
小说,夜航西飞,[英]柏瑞尔·马卡姆,人民文学出版社,2018-9,59.00元
小说,三四郎,[日] 夏目漱石,上海译文出版社,2017-3-1,39.00
小说,门,[日] 夏目漱石,上海译文出版社,2017-3,36
小说,朋友以上，侦探未满,[日] 麻耶雄嵩,新星出版社,2023-7,48.00元
小说,金瓶梅,[日] 麻耶雄嵩,新星出版社,2023-7,48.00元
小说,每一句话语都坐着别的眼睛,[德] 赫塔·米勒,贵州人民出版社,2023-4,52.00元
小说,Lessons in Chemistry,[德] 赫塔·米勒,贵州人民出版社,2023-4,52.00元
小说,离婚,老舍,云南人民出版社,2019-9,39
小说,炽焰燃烧,(美) 罗恩·拉什,人民文学出版社,2011-10-1,22.00元
小说,台湾黑猫旅社,(美) 罗恩·拉什,人民文学出版社,2011-10-1,22.00元
小说,谋杀启事,[英] 阿加莎·克里斯蒂,新星出版社,2014-8,29.00
小说,醒来的女性,[美] 玛丽莲·弗伦奇,北京联合出版公司,2017-7,90.00元
小说,镜影,[美] 布鲁斯·斯特林 编,北京时代华文书局,2023-4,59.00
小说,银河系边缘的小失常,[以色列] 埃特加·凯雷特,湖南文艺出版社,2020-5,49.00元
小说,恶意,[日] 东野圭吾,南海出版公司,2009-6,18.00
小说,一半是火焰 一半是海水,王朔,北京十月文艺出版社,2015-3-1,39.00元
小说,无证之罪（修订新版）,紫金陈,湖南文艺出版社,2023-6,55.0
小说,花束般的恋爱,坂元裕二、黑住光,蕾克,广西师范大学出版社,2022-12
小说,家鸭与野鸭的投币式寄物柜,[日] 伊坂幸太郎,新星出版社,2016-6,38.00元
小说,假面的告白,[日]三岛由纪夫,辽宁人民出版社,2021-2,36.00元
小说,潮骚,[日]三岛由纪夫,辽宁人民出版社,2021-2,32.00元
小说,现实主义的报复,[美]彼得·盖伊,北京联合出版公司,2023-5,58
小说,你往何处去,[波兰] 亨里克·显克维奇,南海出版公司,2013-1,49.50元
小说,麒麟之翼,[日]东野圭吾,南海出版公司,2015-7,39.50元
小说,玻璃之锤,[日] 贵志佑介,重庆出版社,2013-11,36.00
小说,鱼猎,史迈,湖南文艺出版社,2022-6,49.00元
小说,不然你搬去火星啊,[日] 伊坂幸太郎,新星出版社,2016-8,38.00
小说,面纱,(英)W.萨默塞特·毛姆,重庆出版社,2012-05-01,32.00元
小说,平家物语,佚名,上海译文出版社,2011-12-1,53.00元
小说,怦然心动,文德琳·范·德拉安南、Wendelin Van Draanen,百花洲文艺出版社,2016-11-1,42.80
小说,人鱼陷落,麟潜,湖南文艺出版社,2022-7,52.80元
小说,老实人,（法）伏尔泰,上海译文出版社,2017-8,32.00元
小说,通俗小说,仁科,四川文艺出版社,2022-12-15,49
小说,其主之声,[波] 斯坦尼斯瓦夫·莱姆,译林出版社,2021-8,46.00元
小说,惨败,[波] 斯坦尼斯瓦夫·莱姆,译林出版社,2021-8,58.00元
小说,小行星掉在下午,沈大成,理想国 | 广西师范大学出版社,2019-12,54.00
小说,妻妾成群,苏童,上海文艺出版社,2004-8,23.00元
小说,大唐狄公案,高罗佩,现代出版社,2023-3,360元
小说,不可能犯罪诊断书 1,[美] 爱德华·霍克,湖南文艺出版社,2023-2,59.80元
小说,逍遥游,班宇,理想国|春风文艺出版社,2020-5,58.00元
小说,猎魔人4：轻蔑时代,[波兰] 安德烈·斯帕克沃斯基,重庆出版社,2016-9,36.80元
小说,九州·缥缈录,江南,新世界出版社,2005-6,20.00元
小说,黯夜之光,娄霄鹏,中国工人出版社,2020-10,40.00元
小说,我叫刘跃进,刘震云,长江文艺出版社,2011-9-1,29.00元
小说,流俗地,[马来西亚] 黎紫书,麥田出版公司,2020-5-2,NTD450
小说,宠儿,(美)托妮·莫里森,南海出版公司,2013-6,39.00元
小说,华氏451,[美] 雷·布拉德伯里,上海译文出版社,2017-7,45.00
小说,一首朋克救地球,[日] 伊坂幸太郎,新星出版社,2016-7,33.00
小说,芙蓉镇,古华,人民文学出版社,2019-1-1,29.00元
小说,悲惨世界,[法] 雨果,人民文学出版社,2015-6,110.00元
小说,飞往温哥华,蒋在,中信出版集团,2023-4,49.80元
小说,13 67,陳浩基,皇冠文化出版有限公司,2014-6-9,NT$350
小说,生死场,萧红,译林出版社,2023-4,48.00元
小说,萧红作品 : 她和她的黄金时代,萧红,译林出版社,2023-4,178.00元
小说,放学后,[日] 东野圭吾,南海出版公司,2010-1,20.00元
小说,警探长 1,奉义天涯,安徽文艺出版社,2023-6-1,52
小说,红拂夜奔,王小波,北京十月文艺出版社,2017-7,39.00
小说,被嫌弃的松子的一生,[日] 山田宗树,四川文艺出版社,2018-5,45.0元
小说,复仇女神,[英] 阿加莎·克里斯蒂,新星出版社,2015-8,29.00
小说,快乐的死,[法]加缪,上海文艺出版社,2019-2,29
小说,米格尔街,[英] V.S.奈保尔,南海出版公司,2019-11,45.00元
小说,刀与伞,[日] 伊吹亚门,新星出版社,2023-3,48.00元
小说,起初·竹书,王朔,新星出版社,2023-4-23,89.00元
小说,金色之死,[日] 谷崎润一郎,上海译文出版社,2022-9-30,35.00
小说,藏书室女尸之谜,[英] 阿加莎·克里斯蒂,新星出版社,2013-5,26.00元
小说,我与地坛,史铁生,人民文学出版社,2011-1-1,23.00元
小说,呼兰河传,萧红,江西人民出版社,2019-7-1,39.00元
小说,最初的爱情，最后的仪式,[英] 伊恩·麦克尤恩,上海译文出版社,2018-6,39.00元
小说,莱博维茨的赞歌,[美] 小沃尔特·M·米勒,中信出版社,2018-5,56.00元
小说,猎魔人（卷一）,[波兰] 安杰伊·萨普科夫斯基,重庆出版社,2020-8,72.8
小说,童年的终结,[英] 阿瑟·克拉克,江苏凤凰文艺出版社,2018-9-15,42.00元
小说,心,[日] 夏目漱石,江苏凤凰文艺出版社,2021-3-30,45.00元
小说,奥古斯都,[美] 约翰·威廉斯,上海人民出版社,2018-5,65.00元
小说,一个叫欧维的男人,[瑞典] 弗雷德里克·巴克曼,四川文艺出版社,2019-11,45
小说,人鼠之间,[美] 约翰·斯坦贝克,人民文学出版社,2019-3,25.00
小说,安娜·卡列尼娜,[俄] 列夫·托尔斯泰,译林出版社,2014-4,49.00
小说,迷宫中的人,[意] 多纳托·卡瑞西,上海译文出版社,2023-4,68.00元
小说,鬼吹灯-全八册,天下霸唱,湖南文艺出版社,2019-7,326.00元
小说,黑暗的左手,[美] 厄休拉·勒古恩,北京联合出版公司,2017-12,45.00
小说,邮差总按两遍铃,詹姆斯·M·凯恩,上海译文出版社,2022-11,58
小说,啤酒之家的冒险,(日)西泽保彦,新星出版社,2013-6,26.00
小说,犬神家族,(日)横沟正史,南海出版公司,2013-1-1,28.00元
小说,冷血,[美] 杜鲁门·卡波特,南海出版公司,2013-10,39.50元
小说,神嫖,莫言,浙江文艺出版社,2019-4,42.00
小说,春山夜行,韩松落,译林出版社,2023-2,68.00
小说,纳尔齐斯与歌尔德蒙,[德]赫尔曼·黑塞,上海译文出版社,2007-7,23.00
小说,三口棺材,[美] 约翰·迪克森·卡尔,新星出版社,2019-3,49.00
小说,悠悠岁月,[法] 安妮·埃尔诺,人民文学出版社,2021-6-1,39.00元
小说,后来的事,[日] 夏目漱石,上海译文出版社,2017-3,39.00
小说,苹果酒屋的规则,[美]约翰·欧文,江苏凤凰文艺出版社,2018-6,89.90元
小说,与罗摩相会,[英] 阿瑟·克拉克,江苏凤凰文艺出版社,2018-6-15,42.00元
小说,小紅帽，在旅途中遇見屍體,青柳碧人,新經典,2023-3-29,NT$380.00
小说,侯卫东官场笔记,小桥老树,凤凰出版社,2010-6,29.80元
小说,暗店街,[法] 帕特里克·莫迪亚诺,人民文学出版社,2017-8,45.00元
小说,生活与命运,[俄罗斯] 瓦西里·格罗斯曼,广西师范大学出版社,2015-8-20,118.00元
小说,超新星纪元,刘慈欣,重庆出版社,2016-9,30.00
小说,偷影子的人,(法)马克·李维,湖南文艺出版社,2012-6-20,29.80元
小说,尼罗河上的惨案,[英] 阿加莎·克里斯蒂,人民文学出版社,2006-5,22.00元
小说,人皮论语,冶文彪,作家出版社,2011-1,28.00元
小说,神谕女士,[加拿大] 玛格丽特·阿特伍德,文汇出版社,2022-10-8,79.9
小说,在轮下,[德] 赫尔曼·黑塞,上海译文出版社,2021-4,42.00元
小说,一地鸡毛,刘震云,花城出版社,2022-8,60.00元
小说,献给折颈男的协奏曲,[日] 伊坂幸太郎,新星出版社,2016-4,36.00元
小说,魍魉之匣（下）,[日] 京极夏彦,上海人民出版社,2009-1,29.00
小说,指匠,[英] 萨拉·沃特斯,上海人民出版社,2017-9,65.00元
小说,深潜游戏Ⅱ,[俄罗斯] 谢尔盖·卢基扬年科,新星出版社,2023-6,62
小说,天才基本法·完结篇,长洱,江苏凤凰文艺出版社,2019-9,78.00元
小说,卡拉马佐夫兄弟,[俄] 费奥多尔·陀思妥耶夫斯基,译林出版社,2021-5,118.00
小说,北鸢,葛亮,人民文学出版社,2016-10-1,45.00元
小说,吞海,葛亮,人民文学出版社,2016-10-1,45.00元
小说,动物园,[日] 乙一,人民文学出版社,2016-8-1,49.80
小说,战争与和平,(俄罗斯) 列夫·托尔斯泰,人民文学出版社,2020-9,288.0元
小说,罪恶捕手：恶童医院,多纳托·卡瑞西,北京日报出版社,2022-11-30,59.9
小说,一千一秒物语,[日] 稻垣足穗,广西师范大学出版社,2023-1,69
小说,奥兰多,[英] 弗吉尼亚·伍尔夫,上海译文出版社,2022-10,72
小说,温故一九四二,刘震云,花城出版社,2022-8,52.00元
小说,雪花写作法,[美]兰迪·英格曼森,中国青年出版社,2022-5-1,59.00元
小说,家庭生活,姚鄂梅,人民文学出版社,2021-2-1,39.00元
小说,妻妾成群,苏童,浙江人民出版社,2019-2-1,48.00
小说,关于那个人的备忘录,[日] 小林泰三,新星出版社,2021-3,45.00
小说,大地上我们转瞬即逝的绚烂,王鸥行,北京联合出版公司,2023-6,55.00元
小说,不可能幸存,呼延云,新星出版社,2023-4,56.00元
小说,清明上河图密码,呼延云,新星出版社,2023-4,56.00元
小说,人都是要死的,(法) 波伏瓦,上海译文出版社,2012-1,32.00元
小说,西游八十一案,陈渐,重庆出版社,2018-2,39.8元
小说,小异邦人,[日]连城三纪彦,北京时代华文书局,2022-4,52.00元
小说,三国配角演义,马伯庸,湖南文艺出版社,2019-12-14,49.80元
小说,球状闪电,刘慈欣,四川科学技术出版社,2016-9,25.00
小说,加勒比海之谜,[英] 阿加莎·克里斯蒂,新星出版社,2018-3,42
小说,刀锋,[英] 毛姆,上海译文出版社,2014-6,40.00元
小说,夜间故事,苏童,人民文学出版社,2018-11,118
小说,我将独自前行,[日] 若竹千佐子,北京联合出版公司,2020-3,42.00元
小说,外星人救助指南,杨董,江苏凤凰文艺出版社,2023-5,59.00元
小说,八月之光,[美] 威廉·福克纳,译林出版社,2015-3-1,39.00元
小说,一个知识女性的思考系列,[英]蕾切尔·卡斯克,中信出版集团,2020-3,128.00元
小说,穿越,[美] 科马克·麦卡锡,北京日报出版社,2021-3,81.00元
小说,布鲁克林,[爱尔兰] 科尔姆·托宾,上海译文出版社,2021-9,69元
小说,漫长的中场休息,[美] 本·方登,南海出版公司,2016-11-1,45.00元
小说,海浪,[英] 弗吉尼亚·伍尔夫,上海译文出版社,2023-4,72
小说,茶馆,老舍,人民文学出版社,2002-1,9.80元
小说,查泰莱夫人的情人,(英国)  D.H.劳伦斯,译林出版社,2021-1,58.00元
小说,平面犬,[日]乙一,南海出版公司,2021-4,59.00元
小说,如父如子,[日] 是枝裕和、[日] 佐野晶,湖南文艺出版社,2018-4,49.80
小说,草原动物园,马伯庸,中信出版社,2017-3,48.00
小说,小夜曲,[英] 石黑一雄,上海译文出版社,2011-4,27.00元
小说,麦田里的守望者,[美国] J. D. 塞林格,译林出版社,2007-3,28.00元
小说,哥儿,夏目漱石,上海译文出版社,2017-3,32
小说,人鼠之间,[美] 约翰·斯坦贝克,江苏凤凰文艺出版社,2019-6-1,49.90元
小说,宫墙柳,梦娃,江苏凤凰文艺出版社,2020-5-1,45元
小说,远大前程,[英]狄更斯,上海译文出版社,2011-5-1,26.00元
小说,为青年设立的读书俱乐部,[日]樱庭一树,北京联合出版公司,2021-9-25,45
小说,命若飘蓬,[法]西尔万·泰松,人民文学出版社,2023-5,59.00
小说,怒,[日] 吉田修一,上海人民出版社,2016-7-31,42.00元
小说,伊豆的舞女,[日] 川端康成,广西师范大学出版社,2002-2,23.80元
小说,他者的起源,[美] 托妮·莫里森,南海出版公司,2023-7,59
小说,不可能犯罪诊断书 2,[美] 爱德华·霍克,湖南文艺出版社,2023-2,59.80元
小说,占星术杀人魔法,[日] 岛田庄司,新星出版社,2012-5,28.00元
小说,神经漫游者,[美] 威廉·吉布森,江苏凤凰文艺出版社,2013-6,32.00元
小说,Wonder,R. J. Palacio,Knopf Books for Young Readers,2012-2-14,USD 18.99
小说,洛丽塔,[美] 弗拉基米尔·纳博科夫,上海译文出版社,2005-12,27.00元
小说,长夜,[英] 阿加莎·克里斯蒂,新星出版社,2014-4-1,28.00元
小说,白马啸西风,[英] 阿加莎·克里斯蒂,新星出版社,2014-4-1,28.00元
小说,2022中国年度悬疑小说,蔡骏 主编、贺老鱼 选编、马亿 选编,漓江出版社,2023-5,49.00
小说,然后，活下去,坂元裕二,广西师范大学出版社,2023-6,49.00元
小说,遗忘效应,[美] 乔·哈特,北京联合出版公司,2023-7,59.00元
小说,哈利·波特与密室,[英] J. K. 罗琳,人民文学出版社,2000-9,22.00元
小说,首无·作祟之物,[日]三津田信三,吉林出版集团,2011-6,35.00元
小说,雪中悍刀行 1,烽火戏诸侯,江苏文艺出版社,2013-9-1,25.00元
小说,福尔摩斯探案全集（上中下）,[英] 阿·柯南道尔,群众出版社,1981-8,53.00元/68.00元
小说,第七位囚禁者,葵田谷,浙江文艺出版社,2023-6,59.80 元
小说,如幽女怨怼之物,[日] 三津田信三,文化发展出版社,2020-12,68.00
小说,现实一种,余华,作家出版社,2008-5,17.00元
小说,一个陌生女人的来信,[奥] 斯蒂芬·茨威格,上海译文出版社,2007-7,20.00元
小说,鳄鱼手记,邱妙津,北京日报出版社,2021-7,56.00
小说,简爱,[英] 夏洛蒂·勃朗特,上海文艺出版社,2007-8-1,27.00元
小说,哈利·波特与魔法石,[英] J. K. 罗琳,人民文学出版社,2000-9,19.50元
小说,高智商犯罪3,紫金陈,中国电影出版社,2017,29.80元
小说,慈禧全传,高阳,新星出版社,2015-6,398.00元
小说,全员嫌疑人,[日] 大山诚一郎,河南文艺出版社,2021-10,42
小说,芙蓉镇,古华,人民文学出版社,2005-1,13.00元
小说,大教堂,[美] 雷蒙德·卡佛,译林出版社,2009-1,25.00
小说,不存在的骑士,[意] 伊塔洛·卡尔维诺,译林出版社,2020-1,39.00
小说,实用主义者的爱情,[意] 伊塔洛·卡尔维诺,译林出版社,2020-1,39.00
小说,我们,[俄] 叶甫盖尼·扎米亚京,上海译文出版社,2017-1,36.00元
小说,档案,黄咏梅,河北教育出版社,2022-10-1,48.00元
小说,我是猫,夏目漱石,上海译文出版社,2017-3-1,50.00
小说,爱丽丝罪恶奇境,[日] 早坂吝,文汇出版社,2022-4,42
小说,山月记,[日]中岛敦,中华书局,2021-8,58
小说,去山巅呼喊,[美]詹姆斯·鲍德温,人民文学出版社,2023-2,69.00
小说,然后，门被关上了,[日] 冈岛二人,化学工业出版社,2020-4,48.00元
小说,白雪公主,[日] 森川智喜,新星出版社,2023-3,49.00元
小说,天才基本法,长洱,江苏凤凰文艺出版社,2019-7,78.00元
小说,克林索尔的最后夏天,[德] 赫尔曼·黑塞,天津人民出版社,2019-1,39.8
小说,捉住那只发情的猫,谈波,上海三联书店,2022-10,62.00元
小说,大教堂,[美] 雷蒙德·卡佛,南海出版公司,2020-11,59
小说,摩登时代,[日] 伊坂幸太郎,南海出版公司,2017-4,49.50元
小说,傩面,肖江虹,安徽文艺出版社,2018-3,38
小说,沉睡谋杀案,[英] 阿加莎·克里斯蒂,新星出版社,2014-9-1,28.00
小说,黑麦奇案,[英] 阿加莎·克里斯蒂,新星出版社,2018-4,39.00
小说,雨,[马来西亚] 黄锦树,四川人民出版社,2018-3,38.00元
小说,巴黎图书馆,[美] 珍妮特·斯凯斯琳·查尔斯,中信出版社,2021-10,59.00元
小说,破云,淮上,江苏凤凰文艺出版社,2019-7,49.80元
小说,动物庄园,乔治•奥威尔 (George Orwell),上海三联书店,2009-6-1,16.00元
小说,陆犯焉识,严歌苓,作家出版社,2014-5,38.00元
小说,新手,[美] 雷蒙德·卡佛,南海出版公司,2022-4,68.00元
小说,我们一无所有,[美] 安东尼·马拉,江苏凤凰文艺出版社,2018-2,49.80
小说,第二十二条军规,[美] 约瑟夫·海勒,译林出版社,2019-10,68.00元
小说,白痴,[俄] 陀思妥耶夫斯基,山东文艺出版社,2021-5,85.00元
小说,射雕英雄传,金庸,生活·读书·新知三联书店,1999-04,47.00元
小说,纽约客,白先勇,广西师范大学出版社,2010-10,32.00元
小说,龙与地下铁,马伯庸,湖南文艺出版社,2016-1,CNY 39.80
小说,时间移民,刘慈欣,江苏凤凰文艺出版社,2014-12,32.00
小说,天谴者,法医秦明,江苏凤凰文艺出版社,2018-11,45.00元
小说,猫眼,[加] 玛格丽特·阿特伍德,河南文艺出版社,2022-4-26,88.00元
小说,挪威的森林,[日] 村上春树,上海译文出版社,2007-7,23.00元
小说,白色巨塔,[日] 山崎丰子,青岛出版社,2020-6,169.00元
小说,鼠之夜,[日] 连城三纪彦,新星出版社,2020-6,52.00
小说,大地的年轮,刘维佳 主编,新星出版社,2023-4,58.00元
小说,雪国,[日本] 川端康成,南海出版公司,2013-9-15,CNY 32.00
小说,金阁寺,[日]三岛由纪夫,陕西师范大学出版社,2021-4,59.00元
小说,黑暗中的笑声,[美国] 弗拉基米尔·纳博科夫,上海译文出版社,2006-4,20.00元
小说,余罪：我的刑侦笔记(1-8册),常书欣,海南出版社,2017-2,157元
小说,罪与罚,[俄] 陀思妥耶夫斯基,浙江文艺出版社,2019-2,68.00元
小说,新参者,[日] 东野圭吾,南海出版公司,2016-1,39.50元
小说,舞！舞！舞！,[日]村上春树,上海译文出版社,2018-7,52
小说,且听风吟,[日]村上春树,上海译文出版社,2018-7,28
小说,挪威的森林,[日] 村上春树,上海译文出版社,2001-2,18.80元
小说,变形记,[奥] 卡夫卡,上海译文出版社,2012-3-1,30.00元
小说,一个人的朝圣,[英] 蕾秋·乔伊斯,北京联合出版公司,2013-9-1,32.80
小说,三体全集,刘慈欣,重庆出版社,2012-1-1,168.00元
小说,奇想与微笑,[日]太宰治 著、[日]森见登美彦 编著,湖南文艺出版社,2023-6,56元
小说,活着,余华,北京十月文艺出版社,2017-6-1,35.00元
小说,三体 1,刘慈欣,读客文化,2018-12,12.09元
小说,雪崩,[美] 尼尔·斯蒂芬森,四川科学技术出版社,2018-7,72.00元
小说,传家之物,[加拿大] 艾丽丝·门罗,广西师范大学出版社,2017-10,88.00元
小说,你给我的喜欢,施定柔,浙江文艺出版社,2020-6,98.00元
小说,浮世画家,[英] 石黑一雄,上海译文出版社,2011-5-1,28.00元
小说,饥饿的女儿,虹影,花城出版社,2022-1,54.8
小说,东方快车谋杀案,[英] 阿加莎·克里斯蒂,新星出版社,2017-7,38.00元
